h,median,pctl_84,pctl_16,response,model,irf,version,shock,target,impulse
7,,,,inflation,classical_fd,-0.0158372088423238,vfci,,vfci_lr,Main
7,,,,productivity,classical_fd,0.190104937496879,vfci,,vfci_lr,Main
7,,,,TFP,classical_fd,0.121052866500748,vfci,,vfci_lr,Main
7,,,,vfci,classical_fd,-0.0227558285292919,vfci,,vfci_lr,Main
8,,,,output,classical_fd,0.584609121999537,vfci,,vfci_lr,Main
8,,,,investment,classical_fd,2.08743055708603,vfci,,vfci_lr,Main
8,,,,consumption,classical_fd,0.32615772279445,vfci,,vfci_lr,Main
8,,,,hours_worked,classical_fd,0.480566273240946,vfci,,vfci_lr,Main
8,,,,unemployment,classical_fd,-0.260032111434452,vfci,,vfci_lr,Main
8,,,,labor_share,classical_fd,-0.0169591938868951,vfci,,vfci_lr,Main
8,,,,interest,classical_fd,-0.0194758871348352,vfci,,vfci_lr,Main
8,,,,inflation,classical_fd,-0.00515723128119273,vfci,,vfci_lr,Main
8,,,,productivity,classical_fd,0.16170871572753,vfci,,vfci_lr,Main
8,,,,TFP,classical_fd,0.115159688458612,vfci,,vfci_lr,Main
8,,,,vfci,classical_fd,-0.00692315117655561,vfci,,vfci_lr,Main
9,,,,output,classical_fd,0.612649438247003,vfci,,vfci_lr,Main
9,,,,investment,classical_fd,2.09049984876437,vfci,,vfci_lr,Main
9,,,,consumption,classical_fd,0.356567068673244,vfci,,vfci_lr,Main
9,,,,hours_worked,classical_fd,0.509105468675652,vfci,,vfci_lr,Main
9,,,,unemployment,classical_fd,-0.285090000380068,vfci,,vfci_lr,Main
9,,,,labor_share,classical_fd,0.0369041292950007,vfci,,vfci_lr,Main
9,,,,interest,classical_fd,-0.00263828188972862,vfci,,vfci_lr,Main
9,,,,inflation,classical_fd,0.00407533588110497,vfci,,vfci_lr,Main
9,,,,productivity,classical_fd,0.13138241987989,vfci,,vfci_lr,Main
9,,,,TFP,classical_fd,0.119141483142593,vfci,,vfci_lr,Main
9,,,,vfci,classical_fd,0.00645377043499224,vfci,,vfci_lr,Main
10,,,,output,classical_fd,0.618678395491186,vfci,,vfci_lr,Main
10,,,,investment,classical_fd,2.00348043550225,vfci,,vfci_lr,Main
10,,,,consumption,classical_fd,0.376890101464987,vfci,,vfci_lr,Main
10,,,,hours_worked,classical_fd,0.513059630460912,vfci,,vfci_lr,Main
10,,,,unemployment,classical_fd,-0.296813476789372,vfci,,vfci_lr,Main
10,,,,labor_share,classical_fd,0.0882147146801228,vfci,,vfci_lr,Main
10,,,,interest,classical_fd,0.0108160465787452,vfci,,vfci_lr,Main
10,,,,inflation,classical_fd,0.0116672182318524,vfci,,vfci_lr,Main
10,,,,productivity,classical_fd,0.103083932525138,vfci,,vfci_lr,Main
10,,,,TFP,classical_fd,0.130337474842307,vfci,,vfci_lr,Main
10,,,,vfci,classical_fd,0.0169928084460912,vfci,,vfci_lr,Main
11,,,,output,classical_fd,0.606685793544211,vfci,,vfci_lr,Main
11,,,,investment,classical_fd,1.84907738326745,vfci,,vfci_lr,Main
11,,,,consumption,classical_fd,0.387884657135378,vfci,,vfci_lr,Main
11,,,,hours_worked,classical_fd,0.496679957541101,vfci,,vfci_lr,Main
11,,,,unemployment,classical_fd,-0.29655157368464,vfci,,vfci_lr,Main
11,,,,labor_share,classical_fd,0.134132887958334,vfci,,vfci_lr,Main
11,,,,interest,classical_fd,0.0208194349496585,vfci,,vfci_lr,Main
11,,,,inflation,classical_fd,0.0176216377165671,vfci,,vfci_lr,Main
11,,,,productivity,classical_fd,0.079342677256099,vfci,,vfci_lr,Main
11,,,,TFP,classical_fd,0.145921490836878,vfci,,vfci_lr,Main
11,,,,vfci,classical_fd,0.0246656895267981,vfci,,vfci_lr,Main
12,,,,output,classical_fd,0.580730168706554,vfci,,vfci_lr,Main
12,,,,investment,classical_fd,1.64902427590714,vfci,,vfci_lr,Main
12,,,,consumption,classical_fd,0.39069517127558,vfci,,vfci_lr,Main
12,,,,hours_worked,classical_fd,0.464539662052513,vfci,,vfci_lr,Main
12,,,,unemployment,classical_fd,-0.28615013995958,vfci,,vfci_lr,Main
12,,,,labor_share,classical_fd,0.172761111233923,vfci,,vfci_lr,Main
12,,,,interest,classical_fd,0.02753321966328,vfci,,vfci_lr,Main
12,,,,inflation,classical_fd,0.0220299156570165,vfci,,vfci_lr,Main
12,,,,productivity,classical_fd,0.0615106711604865,vfci,,vfci_lr,Main
12,,,,TFP,classical_fd,0.163369046229534,vfci,,vfci_lr,Main
12,,,,vfci,classical_fd,0.0296849811998836,vfci,,vfci_lr,Main
13,,,,output,classical_fd,0.544695136880707,vfci,,vfci_lr,Main
13,,,,investment,classical_fd,1.42280422101124,vfci,,vfci_lr,Main
13,,,,consumption,classical_fd,0.386657382957652,vfci,,vfci_lr,Main
13,,,,hours_worked,classical_fd,0.421116315569472,vfci,,vfci_lr,Main
13,,,,unemployment,classical_fd,-0.267673355034504,vfci,,vfci_lr,Main
13,,,,labor_share,classical_fd,0.202953925417964,vfci,,vfci_lr,Main
13,,,,interest,classical_fd,0.0312850187684022,vfci,,vfci_lr,Main
13,,,,inflation,classical_fd,0.025045737472297,vfci,,vfci_lr,Main
13,,,,productivity,classical_fd,0.0500833088680878,vfci,,vfci_lr,Main
13,,,,TFP,classical_fd,0.180678810409198,vfci,,vfci_lr,Main
13,,,,vfci,classical_fd,0.0323936397402146,vfci,,vfci_lr,Main
14,,,,output,classical_fd,0.50209702059075,vfci,,vfci_lr,Main
14,,,,investment,classical_fd,1.18689576288759,vfci,,vfci_lr,Main
14,,,,consumption,classical_fd,0.37716224919291,vfci,,vfci_lr,Main
14,,,,hours_worked,classical_fd,0.37050896420805,vfci,,vfci_lr,Main
14,,,,unemployment,classical_fd,-0.243207996945801,vfci,,vfci_lr,Main
14,,,,labor_share,classical_fd,0.224246392295654,vfci,,vfci_lr,Main
14,,,,interest,classical_fd,0.0325051377495519,vfci,,vfci_lr,Main
14,,,,inflation,classical_fd,0.0268502081646937,vfci,,vfci_lr,Main
14,,,,productivity,classical_fd,0.0449350174565521,vfci,,vfci_lr,Main
14,,,,TFP,classical_fd,0.196395322116218,vfci,,vfci_lr,Main
14,,,,vfci,classical_fd,0.0331897571582664,vfci,,vfci_lr,Main
15,,,,output,classical_fd,0.455998004122058,vfci,,vfci_lr,Main
15,,,,investment,classical_fd,0.954553096861863,vfci,,vfci_lr,Main
15,,,,consumption,classical_fd,0.363565040461069,vfci,,vfci_lr,Main
15,,,,hours_worked,classical_fd,0.316291220499438,vfci,,vfci_lr,Main
15,,,,unemployment,classical_fd,-0.214730866817881,vfci,,vfci_lr,Main
15,,,,labor_share,classical_fd,0.236725197401541,vfci,,vfci_lr,Main
15,,,,interest,classical_fd,0.0316758906342601,vfci,,vfci_lr,Main
15,,,,inflation,classical_fd,0.0276359753068202,vfci,,vfci_lr,Main
15,,,,productivity,classical_fd,0.0455300870832772,vfci,,vfci_lr,Main
15,,,,TFP,classical_fd,0.209578388769883,vfci,,vfci_lr,Main
15,,,,vfci,classical_fd,0.0324760429770302,vfci,,vfci_lr,Main
16,,,,output,classical_fd,0.408963077073051,vfci,,vfci_lr,Main
16,,,,investment,classical_fd,0.735868042968411,vfci,,vfci_lr,Main
16,,,,consumption,classical_fd,0.347124416748326,vfci,,vfci_lr,Main
16,,,,hours_worked,classical_fd,0.261443768798326,vfci,,vfci_lr,Main
16,,,,unemployment,classical_fd,-0.184024437860738,vfci,,vfci_lr,Main
16,,,,labor_share,classical_fd,0.240913841419872,vfci,,vfci_lr,Main
16,,,,interest,classical_fd,0.0292901271934095,vfci,,vfci_lr,Main
16,,,,inflation,classical_fd,0.0275950533236972,vfci,,vfci_lr,Main
16,,,,productivity,classical_fd,0.051078116439772,vfci,,vfci_lr,Main
16,,,,TFP,classical_fd,0.219718021784791,vfci,,vfci_lr,Main
16,,,,vfci,classical_fd,0.0306307209687909,vfci,,vfci_lr,Main
17,,,,output,classical_fd,0.363055077251077,vfci,,vfci_lr,Main
17,,,,investment,classical_fd,0.538012788436614,vfci,,vfci_lr,Main
17,,,,consumption,classical_fd,0.328964102172637,vfci,,vfci_lr,Main
17,,,,hours_worked,classical_fd,0.208344754645533,vfci,,vfci_lr,Main
17,,,,unemployment,classical_fd,-0.152628289898848,vfci,,vfci_lr,Main
17,,,,labor_share,classical_fd,0.237657083872529,vfci,,vfci_lr,Main
17,,,,interest,classical_fd,0.0258199930145328,vfci,,vfci_lr,Main
17,,,,inflation,classical_fd,0.0269108965995563,vfci,,vfci_lr,Main
17,,,,productivity,classical_fd,0.0606526456838791,vfci,,vfci_lr,Main
17,,,,TFP,classical_fd,0.226641181910159,vfci,,vfci_lr,Main
17,,,,vfci,classical_fd,0.0279920700225569,vfci,,vfci_lr,Main
18,,,,output,classical_fd,0.319853047524469,vfci,,vfci_lr,Main
18,,,,investment,classical_fd,0.365576559252472,vfci,,vfci_lr,Main
18,,,,consumption,classical_fd,0.310051051712102,vfci,,vfci_lr,Main
18,,,,hours_worked,classical_fd,0.15879492738304,vfci,,vfci_lr,Main
18,,,,unemployment,classical_fd,-0.121816754009447,vfci,,vfci_lr,Main
18,,,,labor_share,classical_fd,0.228015473070692,vfci,,vfci_lr,Main
18,,,,interest,classical_fd,0.0216948623654866,vfci,,vfci_lr,Main
18,,,,inflation,classical_fd,0.0257526983345164,vfci,,vfci_lr,Main
18,,,,productivity,classical_fd,0.0732780871798711,vfci,,vfci_lr,Main
18,,,,TFP,classical_fd,0.230421018164474,vfci,,vfci_lr,Main
18,,,,vfci,classical_fd,0.0248519454634697,vfci,,vfci_lr,Main
19,,,,output,classical_fd,0.280487423883549,vfci,,vfci_lr,Main
19,,,,investment,classical_fd,0.220945912315457,vfci,,vfci_lr,Main
19,,,,consumption,classical_fd,0.291186082025052,vfci,,vfci_lr,Main
19,,,,hours_worked,classical_fd,0.114064996029849,vfci,,vfci_lr,Main
19,,,,unemployment,classical_fd,-0.092595544888433,vfci,,vfci_lr,Main
19,,,,labor_share,classical_fd,0.213171113702197,vfci,,vfci_lr,Main
19,,,,interest,classical_fd,0.0172872353003627,vfci,,vfci_lr,Main
19,,,,inflation,classical_fd,0.0242715785689152,vfci,,vfci_lr,Main
19,,,,productivity,classical_fd,0.0879932083571349,vfci,,vfci_lr,Main
19,,,,TFP,classical_fd,0.231298450152665,vfci,,vfci_lr,Main
19,,,,vfci,classical_fd,0.0214544786731377,vfci,,vfci_lr,Main
20,,,,output,classical_fd,0.245686199187685,vfci,,vfci_lr,Main
20,,,,investment,classical_fd,0.1046948797064,vfci,,vfci_lr,Main
20,,,,consumption,classical_fd,0.27300396854778,vfci,,vfci_lr,Main
20,,,,hours_worked,classical_fd,0.0749555982425728,vfci,,vfci_lr,Main
20,,,,unemployment,classical_fd,-0.0657120049470524,vfci,,vfci_lr,Main
20,,,,labor_share,classical_fd,0.194347197380896,vfci,,vfci_lr,Main
20,,,,interest,classical_fd,0.0129052381261411,vfci,,vfci_lr,Main
20,,,,inflation,classical_fd,0.0225982128675304,vfci,,vfci_lr,Main
20,,,,productivity,classical_fd,0.103896447994048,vfci,,vfci_lr,Main
20,,,,TFP,classical_fd,0.229618126392137,vfci,,vfci_lr,Main
20,,,,vfci,classical_fd,0.0179977051443311,vfci,,vfci_lr,Main
21,,,,output,classical_fd,0.215828003395091,vfci,,vfci_lr,Main
21,,,,investment,classical_fd,0.0159642885308774,vfci,,vfci_lr,Main
21,,,,consumption,classical_fd,0.255980706560562,vfci,,vfci_lr,Main
21,,,,hours_worked,classical_fd,0.0418638215970055,vfci,,vfci_lr,Main
21,,,,unemployment,classical_fd,-0.0416748619798535,vfci,,vfci_lr,Main
21,,,,labor_share,classical_fd,0.172741976532495,vfci,,vfci_lr,Main
21,,,,interest,classical_fd,0.00879040230874568,vfci,,vfci_lr,Main
21,,,,inflation,classical_fd,0.0208417180602978,vfci,,vfci_lr,Main
21,,,,productivity,classical_fd,0.120177184507898,vfci,,vfci_lr,Main
21,,,,TFP,classical_fd,0.225778724779678,vfci,,vfci_lr,Main
21,,,,vfci,classical_fd,0.0146367280411152,vfci,,vfci_lr,Main
22,,,,output,classical_fd,0.190998654697845,vfci,,vfci_lr,Main
22,,,,investment,classical_fd,-0.0471831431697103,vfci,,vfci_lr,Main
22,,,,consumption,classical_fd,0.240446039703758,vfci,,vfci_lr,Main
22,,,,hours_worked,classical_fd,0.014851898073932,vfci,,vfci_lr,Main
22,,,,unemployment,classical_fd,-0.020780322019409,vfci,,vfci_lr,Main
22,,,,labor_share,classical_fd,0.149477289765397,vfci,,vfci_lr,Main
22,,,,interest,classical_fd,0.00511948631836627,vfci,,vfci_lr,Main
22,,,,inflation,classical_fd,0.0190896007638687,vfci,,vfci_lr,Main
22,,,,productivity,classical_fd,0.136135788079702,vfci,,vfci_lr,Main
22,,,,TFP,classical_fd,0.220195859057583,vfci,,vfci_lr,Main
22,,,,vfci,classical_fd,0.0114876663853081,vfci,,vfci_lr,Main
23,,,,output,classical_fd,0.171048374890262,vfci,,vfci_lr,Main
23,,,,investment,classical_fd,-0.0874403866978518,vfci,,vfci_lr,Main
23,,,,consumption,classical_fd,0.226599642627646,vfci,,vfci_lr,Main
23,,,,hours_worked,classical_fd,-0.00628503956547047,vfci,,vfci_lr,Main
23,,,,unemployment,classical_fd,-0.00314195922698794,vfci,,vfci_lr,Main
23,,,,labor_share,classical_fd,0.125560997727609,vfci,,vfci_lr,Main
23,,,,interest,classical_fd,0.00200924184463373,vfci,,vfci_lr,Main
23,,,,inflation,classical_fd,0.0174085931817555,vfci,,vfci_lr,Main
23,,,,productivity,classical_fd,0.151194570854049,vfci,,vfci_lr,Main
23,,,,TFP,classical_fd,0.213275507578125,vfci,,vfci_lr,Main
23,,,,vfci,classical_fd,0.00863198289711317,vfci,,vfci_lr,Main
24,,,,output,classical_fd,0.15564732394797,vfci,,vfci_lr,Main
24,,,,investment,classical_fd,-0.10797162239584,vfci,,vfci_lr,Main
24,,,,consumption,classical_fd,0.214529558041243,vfci,,vfci_lr,Main
24,,,,hours_worked,classical_fd,-0.0219544733370508,vfci,,vfci_lr,Main
24,,,,unemployment,classical_fd,0.0112776522376858,vfci,,vfci_lr,Main
24,,,,labor_share,classical_fd,0.101862217058939,vfci,,vfci_lr,Main
24,,,,interest,classical_fd,-0.000476827161204712,vfci,,vfci_lr,Main
24,,,,inflation,classical_fd,0.0158461907189612,vfci,,vfci_lr,Main
24,,,,productivity,classical_fd,0.164901285209964,vfci,,vfci_lr,Main
24,,,,TFP,classical_fd,0.205395876193846,vfci,,vfci_lr,Main
24,,,,vfci,classical_fd,0.00612097705288419,vfci,,vfci_lr,Main
25,,,,output,classical_fd,0.144337574202655,vfci,,vfci_lr,Main
25,,,,investment,classical_fd,-0.112168589689291,vfci,,vfci_lr,Main
25,,,,consumption,classical_fd,0.20423168007028,vfci,,vfci_lr,Main
25,,,,hours_worked,classical_fd,-0.0327070248391208,vfci,,vfci_lr,Main
25,,,,unemployment,classical_fd,0.0226352319024477,vfci,,vfci_lr,Main
25,,,,labor_share,classical_fd,0.0790978860044209,vfci,,vfci_lr,Main
25,,,,interest,classical_fd,-0.00232051528182451,vfci,,vfci_lr,Main
25,,,,inflation,classical_fd,0.0144327055805013,vfci,,vfci_lr,Main
25,,,,productivity,classical_fd,0.176926577253336,vfci,,vfci_lr,Main
25,,,,TFP,classical_fd,0.196895870598457,vfci,,vfci_lr,Main
25,,,,vfci,classical_fd,0.0039803126409471,vfci,,vfci_lr,Main
26,,,,output,classical_fd,0.136580092724278,vfci,,vfci_lr,Main
26,,,,investment,classical_fd,-0.103448791477607,vfci,,vfci_lr,Main
26,,,,consumption,classical_fd,0.195629262604242,vfci,,vfci_lr,Main
26,,,,hours_worked,classical_fd,-0.0391832471035045,vfci,,vfci_lr,Main
26,,,,unemployment,classical_fd,0.0311763427120792,vfci,,vfci_lr,Main
26,,,,labor_share,classical_fd,0.0578289853146875,vfci,,vfci_lr,Main
26,,,,interest,classical_fd,-0.00354043682884836,vfci,,vfci_lr,Main
26,,,,inflation,classical_fd,0.0131836561427342,vfci,,vfci_lr,Main
26,,,,productivity,classical_fd,0.187056667227054,vfci,,vfci_lr,Main
26,,,,TFP,classical_fd,0.188068659358022,vfci,,vfci_lr,Main
26,,,,vfci,classical_fd,0.0022144807860015,vfci,,vfci_lr,Main
27,,,,output,classical_fd,0.131795741087964,vfci,,vfci_lr,Main
27,,,,investment,classical_fd,-0.0850950088666755,vfci,,vfci_lr,Main
27,,,,consumption,classical_fd,0.188591619812135,vfci,,vfci_lr,Main
27,,,,hours_worked,classical_fd,-0.042067513982818,vfci,,vfci_lr,Main
27,,,,unemployment,classical_fd,0.0372072205421596,vfci,,vfci_lr,Main
27,,,,labor_share,classical_fd,0.0384646422131261,vfci,,vfci_lr,Main
27,,,,interest,classical_fd,-0.00418354525253981,vfci,,vfci_lr,Main
27,,,,inflation,classical_fd,0.0121023262021531,vfci,,vfci_lr,Main
27,,,,productivity,classical_fd,0.195182442393759,vfci,,vfci_lr,Main
27,,,,TFP,classical_fd,0.179159103129694,vfci,,vfci_lr,Main
27,,,,vfci,classical_fd,0.000811108113921845,vfci,,vfci_lr,Main
28,,,,output,classical_fd,0.12939971684245,vfci,,vfci_lr,Main
28,,,,investment,classical_fd,-0.0601342592067213,vfci,,vfci_lr,Main
28,,,,consumption,classical_fd,0.182951373982988,vfci,,vfci_lr,Main
28,,,,hours_worked,classical_fd,-0.0420494491089306,vfci,,vfci_lr,Main
28,,,,unemployment,classical_fd,0.0410696228831871,vfci,,vfci_lr,Main
28,,,,labor_share,classical_fd,0.0212723472691399,vfci,,vfci_lr,Main
28,,,,interest,classical_fd,-0.00431705704339943,vfci,,vfci_lr,Main
28,,,,inflation,classical_fd,0.0111823488908635,vfci,,vfci_lr,Main
28,,,,productivity,classical_fd,0.201286068445546,vfci,,vfci_lr,Main
28,,,,TFP,classical_fd,0.170364070539003,vfci,,vfci_lr,Main
28,,,,vfci,classical_fd,-0.000254976547501357,vfci,,vfci_lr,Main
29,,,,output,classical_fd,0.128829236785406,vfci,,vfci_lr,Main
29,,,,investment,classical_fd,-0.0312532439772619,vfci,,vfci_lr,Main
29,,,,consumption,classical_fd,0.178519787998629,vfci,,vfci_lr,Main
29,,,,hours_worked,classical_fd,-0.0397929853208161,vfci,,vfci_lr,Main
29,,,,unemployment,classical_fd,0.0431191745562166,vfci,,vfci_lr,Main
29,,,,labor_share,classical_fd,0.00639259416309208,vfci,,vfci_lr,Main
29,,,,interest,classical_fd,-0.0040210768773151,vfci,,vfci_lr,Main
29,,,,inflation,classical_fd,0.0104101949269195,vfci,,vfci_lr,Main
29,,,,productivity,classical_fd,0.205426132464669,vfci,,vfci_lr,Main
29,,,,TFP,classical_fd,0.161834855325143,vfci,,vfci_lr,Main
29,,,,vfci,classical_fd,-0.00101799680439629,vfci,,vfci_lr,Main
30,,,,output,classical_fd,0.12956458565831,vfci,,vfci_lr,Main
30,,,,investment,classical_fd,-0.000746495843828469,vfci,,vfci_lr,Main
30,,,,consumption,classical_fd,0.175099889800588,vfci,,vfci_lr,Main
30,,,,hours_worked,classical_fd,-0.0359128390259516,vfci,,vfci_lr,Main
30,,,,unemployment,classical_fd,0.0437074533715781,vfci,,vfci_lr,Main
30,,,,labor_share,classical_fd,-0.00614360824651927,vfci,,vfci_lr,Main
30,,,,interest,classical_fd,-0.0033821238223388,vfci,,vfci_lr,Main
30,,,,inflation,classical_fd,0.00976747158040295,vfci,,vfci_lr,Main
30,,,,productivity,classical_fd,0.207722217014828,vfci,,vfci_lr,Main
30,,,,TFP,classical_fd,0.153681059402396,vfci,,vfci_lr,Main
30,,,,vfci,classical_fd,-0.00151787228344102,vfci,,vfci_lr,Main
31,,,,output,classical_fd,0.131143917126316,vfci,,vfci_lr,Main
31,,,,investment,classical_fd,0.0295071450383328,vfci,,vfci_lr,Main
31,,,,consumption,classical_fd,0.172497248665272,vfci,,vfci_lr,Main
31,,,,hours_worked,classical_fd,-0.0309579298314215,vfci,,vfci_lr,Main
31,,,,unemployment,classical_fd,0.0431678547243576,vfci,,vfci_lr,Main
31,,,,labor_share,classical_fd,-0.0163957211513982,vfci,,vfci_lr,Main
31,,,,interest,classical_fd,-0.00248767444055733,vfci,,vfci_lr,Main
31,,,,inflation,classical_fd,0.00923296529642272,vfci,,vfci_lr,Main
31,,,,productivity,classical_fd,0.20833967298853,vfci,,vfci_lr,Main
31,,,,TFP,classical_fd,0.145975423604523,vfci,,vfci_lr,Main
31,,,,vfci,classical_fd,-0.00179730162527856,vfci,,vfci_lr,Main
32,,,,output,classical_fd,0.133172393606624,vfci,,vfci_lr,Main
32,,,,investment,classical_fd,0.0580444196505648,vfci,,vfci_lr,Main
32,,,,consumption,classical_fd,0.170528393906336,vfci,,vfci_lr,Main
32,,,,hours_worked,classical_fd,-0.0254010792682969,vfci,,vfci_lr,Main
32,,,,unemployment,classical_fd,0.0418051046851634,vfci,,vfci_lr,Main
32,,,,labor_share,classical_fd,-0.0244943215565618,vfci,,vfci_lr,Main
32,,,,interest,classical_fd,-0.00142176773658343,vfci,,vfci_lr,Main
32,,,,inflation,classical_fd,0.00878438579912809,vfci,,vfci_lr,Main
32,,,,productivity,classical_fd,0.207475214784809,vfci,,vfci_lr,Main
32,,,,TFP,classical_fd,0.13875918221004,vfci,,vfci_lr,Main
32,,,,vfci,classical_fd,-0.00189931522266224,vfci,,vfci_lr,Main
33,,,,output,classical_fd,0.135326388675418,vfci,,vfci_lr,Main
33,,,,investment,classical_fd,0.0837986839504155,vfci,,vfci_lr,Main
33,,,,consumption,classical_fd,0.169026973452502,vfci,,vfci_lr,Main
33,,,,hours_worked,classical_fd,-0.019634185124968,vfci,,vfci_lr,Main
33,,,,unemployment,classical_fd,0.0398881579151072,vfci,,vfci_lr,Main
33,,,,labor_share,classical_fd,-0.0306223542519562,vfci,,vfci_lr,Main
33,,,,interest,classical_fd,-0.000261659017889598,vfci,,vfci_lr,Main
33,,,,inflation,classical_fd,0.00839979164715591,vfci,,vfci_lr,Main
33,,,,productivity,classical_fd,0.205343813275597,vfci,,vfci_lr,Main
33,,,,TFP,classical_fd,0.132047596703375,vfci,,vfci_lr,Main
33,,,,vfci,classical_fd,-0.00186530718676863,vfci,,vfci_lr,Main
34,,,,output,classical_fd,0.137353554833278,vfci,,vfci_lr,Main
34,,,,investment,classical_fd,0.106066744817144,vfci,,vfci_lr,Main
34,,,,consumption,classical_fd,0.167847831914977,vfci,,vfci_lr,Main
34,,,,hours_worked,classical_fd,-0.013967987730803,vfci,,vfci_lr,Main
34,,,,unemployment,classical_fd,0.0376461195260777,vfci,,vfci_lr,Main
34,,,,labor_share,classical_fd,-0.0349977188431548,vfci,,vfci_lr,Main
34,,,,interest,classical_fd,0.000924535562069934,vfci,,vfci_lr,Main
34,,,,inflation,classical_fd,0.00805869598423205,vfci,,vfci_lr,Main
34,,,,productivity,classical_fd,0.202167217669119,vfci,,vfci_lr,Main
34,,,,TFP,classical_fd,0.125835393727431,vfci,,vfci_lr,Main
34,,,,vfci,classical_fd,-0.00173353637683543,vfci,,vfci_lr,Main
35,,,,output,classical_fd,0.139069587158336,vfci,,vfci_lr,Main
35,,,,investment,classical_fd,0.124465858896704,vfci,,vfci_lr,Main
35,,,,consumption,classical_fd,0.166869245975788,vfci,,vfci_lr,Main
35,,,,hours_worked,classical_fd,-0.00863551637990149,vfci,,vfci_lr,Main
35,,,,unemployment,classical_fd,0.0352667669138231,vfci,,vfci_lr,Main
35,,,,labor_share,classical_fd,-0.0378577142004825,vfci,,vfci_lr,Main
35,,,,interest,classical_fd,0.00207929541663847,vfci,,vfci_lr,Main
35,,,,inflation,classical_fd,0.00774286634013504,vfci,,vfci_lr,Main
35,,,,productivity,classical_fd,0.198164303391249,vfci,,vfci_lr,Main
35,,,,TFP,classical_fd,0.1201018946804,vfci,,vfci_lr,Main
35,,,,vfci,classical_fd,-0.0015380693136067,vfci,,vfci_lr,Main
36,,,,output,classical_fd,0.140352498097361,vfci,,vfci_lr,Main
36,,,,investment,classical_fd,0.138884827271918,vfci,,vfci_lr,Main
36,,,,consumption,classical_fd,0.165993591002248,vfci,,vfci_lr,Main
36,,,,hours_worked,classical_fd,-0.00379832069496485,vfci,,vfci_lr,Main
36,,,,unemployment,classical_fd,0.0328972153375522,vfci,,vfci_lr,Main
36,,,,labor_share,classical_fd,-0.0394456737873576,vfci,,vfci_lr,Main
36,,,,interest,classical_fd,0.00315636704358016,vfci,,vfci_lr,Main
36,,,,inflation,classical_fd,0.00743684377207403,vfci,,vfci_lr,Main
36,,,,productivity,classical_fd,0.193543324394235,vfci,,vfci_lr,Main
36,,,,TFP,classical_fd,0.114815681118986,vfci,,vfci_lr,Main
36,,,,vfci,classical_fd,-0.00130812428543657,vfci,,vfci_lr,Main
37,,,,output,classical_fd,0.141135169250456,vfci,,vfci_lr,Main
37,,,,investment,classical_fd,0.149432600757161,vfci,,vfci_lr,Main
37,,,,consumption,classical_fd,0.165146729297172,vfci,,vfci_lr,Main
37,,,,hours_worked,classical_fd,0.000445355399440176,vfci,,vfci_lr,Main
37,,,,unemployment,classical_fd,0.030646265384777,vfci,,vfci_lr,Main
37,,,,labor_share,classical_fd,-0.0399999590664683,vfci,,vfci_lr,Main
37,,,,interest,classical_fd,0.00412077761891437,vfci,,vfci_lr,Main
37,,,,inflation,classical_fd,0.00712821458235334,vfci,,vfci_lr,Main
37,,,,productivity,classical_fd,0.18849604801145,vfci,,vfci_lr,Main
37,,,,TFP,classical_fd,0.109938691256098,vfci,,vfci_lr,Main
37,,,,vfci,classical_fd,-0.00106776631797021,vfci,,vfci_lr,Main
38,,,,output,classical_fd,0.141396871396172,vfci,,vfci_lr,Main
38,,,,investment,classical_fd,0.15638724147794,vfci,,vfci_lr,Main
38,,,,consumption,classical_fd,0.164276410369959,vfci,,vfci_lr,Main
38,,,,hours_worked,classical_fd,0.00405121923672061,vfci,,vfci_lr,Main
38,,,,unemployment,classical_fd,0.028587986688506,vfci,,vfci_lr,Main
38,,,,labor_share,classical_fd,-0.0397453375846566,vfci,,vfci_lr,Main
38,,,,interest,classical_fd,0.00494832214342287,vfci,,vfci_lr,Main
38,,,,inflation,classical_fd,0.00680767263354224,vfci,,vfci_lr,Main
38,,,,productivity,classical_fd,0.183193670119467,vfci,,vfci_lr,Main
38,,,,TFP,classical_fd,0.105429688089998,vfci,,vfci_lr,Main
38,,,,vfci,classical_fd,-0.000835896888924959,vfci,,vfci_lr,Main
39,,,,output,classical_fd,0.141154352578229,vfci,,vfci_lr,Main
39,,,,investment,classical_fd,0.160147501212807,vfci,,vfci_lr,Main
39,,,,consumption,classical_fd,0.163349960308431,vfci,,vfci_lr,Main
39,,,,hours_worked,classical_fd,0.0070190578661427,vfci,,vfci_lr,Main
39,,,,unemployment,classical_fd,0.0267661254294646,vfci,,vfci_lr,Main
39,,,,labor_share,classical_fd,-0.0388866586702608,vfci,,vfci_lr,Main
39,,,,interest,classical_fd,0.00562465326218238,vfci,,vfci_lr,Main
39,,,,inflation,classical_fd,0.00646891232447077,vfci,,vfci_lr,Main
39,,,,productivity,classical_fd,0.177784348075226,vfci,,vfci_lr,Main
39,,,,TFP,classical_fd,0.101247078648267,vfci,,vfci_lr,Main
39,,,,vfci,classical_fd,-0.00062648001956277,vfci,,vfci_lr,Main
40,,,,output,classical_fd,0.140452993384681,vfci,,vfci_lr,Main
40,,,,investment,classical_fd,0.161188705199849,vfci,,vfci_lr,Main
40,,,,consumption,classical_fd,0.162351513988304,vfci,,vfci_lr,Main
40,,,,hours_worked,classical_fd,0.00938290344960885,vfci,,vfci_lr,Main
40,,,,unemployment,classical_fd,0.0251989684584886,vfci,,vfci_lr,Main
